"Plot Title: hobo_hpb"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 21978681, SEN S/N: 21978681)","Temp, °C (LGR S/N: 21978681, SEN S/N: 21978681)","Coupler Detached (LGR S/N: 21978681)","Coupler Attached (LGR S/N: 21978681)","Host Connected (LGR S/N: 21978681)","End Of File (LGR S/N: 21978681)"
171,04/24/24 06:20:00 PM,98.390,15.473,,,,
172,04/24/24 06:30:00 PM,98.385,15.378,,,,
173,04/24/24 06:40:00 PM,98.397,15.282,,,,
174,04/24/24 06:50:00 PM,98.392,15.187,,,,
175,04/24/24 07:00:00 PM,98.404,15.091,,,,
176,04/24/24 07:10:00 PM,98.415,14.996,,,,
177,04/24/24 07:20:00 PM,98.427,14.900,,,,
178,04/24/24 07:30:00 PM,98.422,14.804,,,,
179,04/24/24 07:40:00 PM,98.433,14.709,,,,
180,04/24/24 07:50:00 PM,98.433,14.709,,,,
181,04/24/24 08:00:00 PM,98.461,14.613,,,,
182,04/24/24 08:10:00 PM,98.472,14.517,,,,
183,04/24/24 08:20:00 PM,98.467,14.421,,,,
184,04/24/24 08:30:00 PM,98.495,14.325,,,,
185,04/24/24 08:40:00 PM,98.511,14.325,,,,
186,04/24/24 08:50:00 PM,98.506,14.230,,,,
187,04/24/24 09:00:00 PM,98.534,14.134,,,,
188,04/24/24 09:10:00 PM,98.529,14.038,,,,
189,04/24/24 09:20:00 PM,98.572,13.942,,,,
190,04/24/24 09:30:00 PM,98.567,13.846,,,,
191,04/24/24 09:40:00 PM,98.600,13.846,,,,
192,04/24/24 09:50:00 PM,98.595,13.750,,,,
193,04/24/24 10:00:00 PM,98.622,13.654,,,,
194,04/24/24 10:10:00 PM,98.622,13.654,,,,
195,04/24/24 10:20:00 PM,98.633,13.558,,,,
196,04/24/24 10:30:00 PM,98.645,13.461,,,,
197,04/24/24 10:40:00 PM,98.645,13.461,,,,
198,04/24/24 10:50:00 PM,98.656,13.365,,,,
199,04/24/24 11:00:00 PM,98.634,13.269,,,,
200,04/24/24 11:10:00 PM,98.651,13.269,,,,
201,04/24/24 11:20:00 PM,98.646,13.173,,,,
202,04/24/24 11:30:00 PM,98.662,13.173,,,,
203,04/24/24 11:40:00 PM,98.673,13.076,,,,
204,04/24/24 11:50:00 PM,98.689,13.076,,,,
205,04/25/24 12:00:00 AM,98.684,12.980,,,,
206,04/25/24 12:10:00 AM,98.679,12.883,,,,
207,04/25/24 12:20:00 AM,98.711,12.883,,,,
208,04/25/24 12:30:00 AM,98.722,12.787,,,,
209,04/25/24 12:40:00 AM,98.738,12.787,,,,
210,04/25/24 12:50:00 AM,98.733,12.690,,,,
211,04/25/24 01:00:00 AM,98.744,12.594,,,,
212,04/25/24 01:10:00 AM,98.744,12.594,,,,
213,04/25/24 01:20:00 AM,98.723,12.497,,,,
214,04/25/24 01:30:00 AM,98.706,12.497,,,,
215,04/25/24 01:40:00 AM,98.701,12.401,,,,
216,04/25/24 01:50:00 AM,98.717,12.401,,,,
217,04/25/24 02:00:00 AM,98.712,12.304,,,,
218,04/25/24 02:10:00 AM,98.712,12.304,,,,
219,04/25/24 02:20:00 AM,98.707,12.207,,,,
220,04/25/24 02:30:00 AM,98.707,12.207,,,,
221,04/25/24 02:40:00 AM,98.723,12.207,,,,
222,04/25/24 02:50:00 AM,98.734,12.110,,,,
223,04/25/24 03:00:00 AM,98.750,12.110,,,,
224,04/25/24 03:10:00 AM,98.750,12.110,,,,
225,04/25/24 03:20:00 AM,98.761,12.013,,,,
226,04/25/24 03:30:00 AM,98.777,12.013,,,,
227,04/25/24 03:40:00 AM,98.788,11.916,,,,
228,04/25/24 03:50:00 AM,98.804,11.916,,,,
229,04/25/24 04:00:00 AM,98.799,11.819,,,,
230,04/25/24 04:10:00 AM,98.815,11.819,,,,
231,04/25/24 04:20:00 AM,98.826,11.722,,,,
232,04/25/24 04:30:00 AM,98.842,11.722,,,,
233,04/25/24 04:40:00 AM,98.836,11.625,,,,
234,04/25/24 04:50:00 AM,98.853,11.625,,,,
235,04/25/24 05:00:00 AM,98.836,11.625,,,,
236,04/25/24 05:10:00 AM,98.863,11.528,,,,
237,04/25/24 05:20:00 AM,98.863,11.528,,,,
238,04/25/24 05:30:00 AM,98.874,11.431,,,,
239,04/25/24 05:40:00 AM,98.890,11.431,,,,
240,04/25/24 05:50:00 AM,98.906,11.431,,,,
241,04/25/24 06:00:00 AM,98.901,11.334,,,,
242,04/25/24 06:10:00 AM,98.933,11.334,,,,
243,04/25/24 06:20:00 AM,98.944,11.236,,,,
244,04/25/24 06:30:00 AM,98.960,11.236,,,,
245,04/25/24 06:40:00 AM,98.976,11.236,,,,
246,04/25/24 06:50:00 AM,98.993,11.236,,,,
247,04/25/24 07:00:00 AM,98.987,11.139,,,,
248,04/25/24 07:10:00 AM,98.987,11.139,,,,
249,04/25/24 07:20:00 AM,99.019,11.139,,,,
250,04/25/24 07:30:00 AM,99.019,11.139,,,,
251,04/25/24 07:40:00 AM,99.019,11.139,,,,
252,04/25/24 07:50:00 AM,99.030,11.041,,,,
253,04/25/24 08:00:00 AM,99.046,11.041,,,,
254,04/25/24 08:10:00 AM,99.036,11.139,,,,
255,04/25/24 08:20:00 AM,99.052,11.139,,,,
256,04/25/24 08:30:00 AM,99.052,11.139,,,,
257,04/25/24 08:40:00 AM,99.068,11.139,,,,
258,04/25/24 08:50:00 AM,99.074,11.236,,,,
259,04/25/24 09:00:00 AM,99.074,11.236,,,,
260,04/25/24 09:10:00 AM,99.063,11.334,,,,
261,04/25/24 09:20:00 AM,99.069,11.431,,,,
262,04/25/24 09:30:00 AM,99.074,11.528,,,,
263,04/25/24 09:40:00 AM,99.080,11.625,,,,
264,04/25/24 09:50:00 AM,99.085,11.722,,,,
265,04/25/24 10:00:00 AM,99.069,11.722,,,,
266,04/25/24 10:10:00 AM,99.074,11.819,,,,
267,04/25/24 10:20:00 AM,99.063,11.916,,,,
268,04/25/24 10:30:00 AM,99.069,12.013,,,,
269,04/25/24 10:40:00 AM,99.058,12.110,,,,
270,04/25/24 10:50:00 AM,99.053,12.304,,,,
271,04/25/24 11:00:00 AM,99.074,12.401,,,,
272,04/25/24 11:10:00 AM,99.063,12.497,,,,
273,04/25/24 11:20:00 AM,99.036,12.594,,,,
274,04/25/24 11:30:00 AM,99.030,12.787,,,,
275,04/25/24 11:40:00 AM,99.008,12.980,,,,
276,04/25/24 11:50:00 AM,99.014,13.076,,,,
277,04/25/24 12:00:00 PM,99.013,13.365,,,,
278,04/25/24 12:10:00 PM,99.007,13.558,,,,
279,04/25/24 12:20:00 PM,98.996,13.654,,,,
280,04/25/24 12:30:00 PM,98.968,13.750,,,,
281,04/25/24 12:40:00 PM,98.957,13.846,,,,
282,04/25/24 12:50:00 PM,98.956,14.134,,,,
283,04/25/24 01:00:00 PM,98.933,14.325,,,,
284,04/25/24 01:10:00 PM,98.932,14.613,,,,
285,04/25/24 01:20:00 PM,98.909,14.804,,,,
286,04/25/24 01:30:00 PM,98.918,14.996,,,,
287,04/25/24 01:40:00 PM,98.912,15.187,,,,
288,04/25/24 01:50:00 PM,98.893,15.473,,,,
289,04/25/24 02:00:00 PM,98.886,15.664,,,,
290,04/25/24 02:10:00 PM,98.896,15.855,,,,
291,04/25/24 02:20:00 PM,98.884,15.951,,,,
292,04/25/24 02:30:00 PM,98.889,16.046,,,,
293,04/25/24 02:40:00 PM,98.889,16.046,,,,
294,04/25/24 02:50:00 PM,98.877,16.141,,,,
295,04/25/24 03:00:00 PM,98.856,16.046,,,,
296,04/25/24 03:10:00 PM,98.868,15.951,,,,
297,04/25/24 03:20:00 PM,98.840,16.046,,,,
298,04/25/24 03:30:00 PM,98.828,16.141,,,,
299,04/25/24 03:40:00 PM,98.849,16.237,,,,
300,04/25/24 03:50:00 PM,98.837,16.332,,,,
301,04/25/24 04:00:00 PM,98.826,16.427,,,,
302,04/25/24 04:10:00 PM,98.814,16.523,,,,
303,04/25/24 04:20:00 PM,98.781,16.523,,,,
304,04/25/24 04:30:00 PM,98.781,16.523,,,,
305,04/25/24 04:40:00 PM,98.781,16.523,,,,
306,04/25/24 04:50:00 PM,98.798,16.523,,,,
307,04/25/24 05:00:00 PM,98.793,16.427,,,,
308,04/25/24 05:10:00 PM,98.777,16.427,,,,
309,04/25/24 05:20:00 PM,98.772,16.332,,,,
310,04/25/24 05:30:00 PM,98.800,16.237,,,,
311,04/25/24 05:40:00 PM,98.780,16.141,,,,
312,04/25/24 05:50:00 PM,98.787,15.951,,,,
313,04/25/24 06:00:00 PM,98.782,15.855,,,,
314,04/25/24 06:10:00 PM,98.761,15.760,,,,
315,04/25/24 06:20:00 PM,98.757,15.664,,,,
316,04/25/24 06:30:00 PM,98.784,15.569,,,,
317,04/25/24 06:40:00 PM,98.780,15.473,,,,
318,04/25/24 06:50:00 PM,98.775,15.378,,,,
319,04/25/24 07:00:00 PM,98.786,15.282,,,,
320,04/25/24 07:10:00 PM,98.782,15.187,,,,
321,04/25/24 07:20:00 PM,98.777,15.091,,,,
322,04/25/24 07:30:00 PM,98.788,14.996,,,,
323,04/25/24 07:40:00 PM,98.816,14.900,,,,
324,04/25/24 07:50:00 PM,98.828,14.804,,,,
325,04/25/24 08:00:00 PM,98.823,14.709,,,,
326,04/25/24 08:10:00 PM,98.850,14.613,,,,
327,04/25/24 08:20:00 PM,98.862,14.517,,,,
328,04/25/24 08:30:00 PM,98.857,14.421,,,,
329,04/25/24 08:40:00 PM,98.868,14.325,,,,
330,04/25/24 08:50:00 PM,98.863,14.230,,,,
331,04/25/24 09:00:00 PM,98.907,14.134,,,,
332,04/25/24 09:10:00 PM,98.934,14.038,,,,
333,04/25/24 09:20:00 PM,98.978,13.942,,,,
334,04/25/24 09:30:00 PM,98.994,13.942,,,,
335,04/25/24 09:40:00 PM,98.989,13.846,,,,
336,04/25/24 09:50:00 PM,99.001,13.750,,,,
337,04/25/24 10:00:00 PM,99.012,13.654,,,,
338,04/25/24 10:10:00 PM,99.044,13.654,,,,
339,04/25/24 10:20:00 PM,99.060,13.654,,,,
340,04/25/24 10:30:00 PM,99.072,13.558,,,,
341,04/25/24 10:40:00 PM,99.088,13.558,,,,
342,04/25/24 10:50:00 PM,99.104,13.558,,,,
343,04/25/24 11:00:00 PM,99.120,13.558,,,,
344,04/25/24 11:10:00 PM,99.137,13.558,,,,
345,04/25/24 11:20:00 PM,99.153,13.558,,,,
346,04/25/24 11:30:00 PM,99.148,13.461,,,,
347,04/25/24 11:40:00 PM,99.164,13.461,,,,
348,04/25/24 11:50:00 PM,99.148,13.461,,,,
349,04/26/24 12:00:00 AM,99.180,13.461,,,,
350,04/26/24 12:10:00 AM,99.196,13.461,,,,
351,04/26/24 12:20:00 AM,99.191,13.365,,,,
352,04/26/24 12:30:00 AM,99.191,13.365,,,,
353,04/26/24 12:40:00 AM,99.207,13.365,,,,
354,04/26/24 12:50:00 AM,99.207,13.365,,,,
355,04/26/24 01:00:00 AM,99.207,13.365,,,,
356,04/26/24 01:10:00 AM,99.202,13.269,,,,
357,04/26/24 01:20:00 AM,99.202,13.269,,,,
358,04/26/24 01:30:00 AM,99.202,13.269,,,,
359,04/26/24 01:40:00 AM,99.202,13.269,,,,
360,04/26/24 01:50:00 AM,99.213,13.173,,,,
361,04/26/24 02:00:00 AM,99.197,13.173,,,,
362,04/26/24 02:10:00 AM,99.213,13.173,,,,
363,04/26/24 02:20:00 AM,99.213,13.173,,,,
364,04/26/24 02:30:00 AM,99.197,13.173,,,,
365,04/26/24 02:40:00 AM,99.208,13.076,,,,
366,04/26/24 02:50:00 AM,99.192,13.076,,,,
367,04/26/24 03:00:00 AM,99.208,13.076,,,,
368,04/26/24 03:10:00 AM,99.208,13.076,,,,
369,04/26/24 03:20:00 AM,99.224,13.076,,,,
370,04/26/24 03:30:00 AM,99.219,12.980,,,,
371,04/26/24 03:40:00 AM,99.252,12.980,,,,
372,04/26/24 03:50:00 AM,99.252,12.980,,,,
373,04/26/24 04:00:00 AM,99.252,12.980,,,,
374,04/26/24 04:10:00 AM,99.263,12.883,,,,
375,04/26/24 04:20:00 AM,99.279,12.883,,,,
376,04/26/24 04:30:00 AM,99.279,12.883,,,,
377,04/26/24 04:40:00 AM,99.274,12.787,,,,
378,04/26/24 04:50:00 AM,99.290,12.787,,,,
379,04/26/24 05:00:00 AM,99.290,12.787,,,,
380,04/26/24 05:10:00 AM,99.306,12.787,,,,
381,04/26/24 05:20:00 AM,99.317,12.690,,,,
382,04/26/24 05:30:00 AM,99.317,12.690,,,,
383,04/26/24 05:40:00 AM,99.333,12.690,,,,
384,04/26/24 05:50:00 AM,99.333,12.690,,,,
385,04/26/24 06:00:00 AM,99.344,12.594,,,,
386,04/26/24 06:10:00 AM,99.360,12.594,,,,
387,04/26/24 06:20:00 AM,99.377,12.594,,,,
388,04/26/24 06:30:00 AM,99.388,12.497,,,,
389,04/26/24 06:40:00 AM,99.371,12.497,,,,
390,04/26/24 06:50:00 AM,99.355,12.497,,,,
391,04/26/24 07:00:00 AM,99.388,12.497,,,,
392,04/26/24 07:10:00 AM,99.382,12.401,,,,
393,04/26/24 07:20:00 AM,99.415,12.401,,,,
394,04/26/24 07:30:00 AM,99.415,12.401,,,,
395,04/26/24 07:40:00 AM,99.415,12.401,,,,
396,04/26/24 07:50:00 AM,99.447,12.401,,,,
397,04/26/24 08:00:00 AM,99.463,12.401,,,,
398,04/26/24 08:10:00 AM,99.463,12.401,,,,
399,04/26/24 08:20:00 AM,99.463,12.401,,,,
400,04/26/24 08:30:00 AM,99.480,12.401,,,,
401,04/26/24 08:40:00 AM,99.480,12.401,,,,
402,04/26/24 08:50:00 AM,99.480,12.401,,,,
403,04/26/24 09:00:00 AM,99.496,12.401,,,,
404,04/26/24 09:10:00 AM,99.496,12.401,,,,
405,04/26/24 09:20:00 AM,99.496,12.401,,,,
406,04/26/24 09:30:00 AM,99.512,12.401,,,,
407,04/26/24 09:40:00 AM,99.496,12.401,,,,
408,04/26/24 09:50:00 AM,99.496,12.401,,,,
409,04/26/24 10:00:00 AM,99.501,12.497,,,,
410,04/26/24 10:10:00 AM,99.517,12.497,,,,
411,04/26/24 10:20:00 AM,99.501,12.497,,,,
412,04/26/24 10:30:00 AM,99.550,12.497,,,,
413,04/26/24 10:40:00 AM,99.550,12.497,,,,
414,04/26/24 10:50:00 AM,99.561,12.401,,,,
415,04/26/24 11:00:00 AM,99.582,12.497,,,,
416,04/26/24 11:10:00 AM,99.582,12.497,,,,
417,04/26/24 11:20:00 AM,99.604,12.594,,,,
418,04/26/24 11:30:00 AM,99.588,12.594,,,,
419,04/26/24 11:40:00 AM,99.571,12.594,,,,
420,04/26/24 11:50:00 AM,99.544,12.690,,,,
421,04/26/24 12:00:00 PM,99.533,12.787,,,,
422,04/26/24 12:10:00 PM,99.517,12.787,,,,
423,04/26/24 12:20:00 PM,99.517,12.787,,,,
424,04/26/24 12:30:00 PM,99.506,12.883,,,,
425,04/26/24 12:40:00 PM,99.506,12.883,,,,
426,04/26/24 12:50:00 PM,99.511,12.980,,,,
427,04/26/24 01:00:00 PM,99.533,13.076,,,,
428,04/26/24 01:10:00 PM,99.538,13.173,,,,
429,04/26/24 01:20:00 PM,99.543,13.269,,,,
430,04/26/24 01:30:00 PM,99.543,13.269,,,,
431,04/26/24 01:40:00 PM,99.516,13.365,,,,
432,04/26/24 01:50:00 PM,99.505,13.461,,,,
433,04/26/24 02:00:00 PM,99.510,13.558,,,,
434,04/26/24 02:10:00 PM,99.504,13.750,,,,
435,04/26/24 02:20:00 PM,99.481,13.942,,,,
436,04/26/24 02:30:00 PM,99.470,14.038,,,,
437,04/26/24 02:40:00 PM,99.454,14.038,,,,
438,04/26/24 02:50:00 PM,99.444,13.846,,,,
439,04/26/24 03:00:00 PM,99.444,13.846,,,,
440,04/26/24 03:10:00 PM,99.465,13.942,,,,
441,04/26/24 03:20:00 PM,99.449,13.942,,,,
442,04/26/24 03:30:00 PM,99.438,14.038,,,,
443,04/26/24 03:40:00 PM,99.421,14.038,,,,
444,04/26/24 03:50:00 PM,99.399,14.230,,,,
445,04/26/24 04:00:00 PM,99.404,14.325,,,,
446,04/26/24 04:10:00 PM,99.388,14.325,,,,
447,04/26/24 04:20:00 PM,99.376,14.421,,,,
448,04/26/24 04:30:00 PM,99.393,14.421,,,,
449,04/26/24 04:40:00 PM,99.376,14.421,,,,
450,04/26/24 04:50:00 PM,99.393,14.421,,,,
451,04/26/24 05:00:00 PM,99.409,14.421,,,,
452,04/26/24 05:10:00 PM,99.409,14.421,,,,
453,04/26/24 05:20:00 PM,99.425,14.421,,,,
454,04/26/24 05:30:00 PM,99.404,14.325,,,,
455,04/26/24 05:40:00 PM,99.420,14.325,,,,
456,04/26/24 05:50:00 PM,99.420,14.325,,,,
457,04/26/24 06:00:00 PM,99.404,14.325,,,,
458,04/26/24 06:10:00 PM,99.415,14.230,,,,
459,04/26/24 06:20:00 PM,99.399,14.230,,,,
460,04/26/24 06:30:00 PM,99.399,14.230,,,,
461,04/26/24 06:40:00 PM,99.361,14.134,,,,
462,04/26/24 06:50:00 PM,99.410,14.134,,,,
463,04/26/24 07:00:00 PM,99.410,14.134,,,,
464,04/26/24 07:10:00 PM,99.389,14.038,,,,
465,04/26/24 07:20:00 PM,99.405,14.038,,,,
466,04/26/24 07:30:00 PM,99.421,14.038,,,,
467,04/26/24 07:40:00 PM,99.405,14.038,,,,
468,04/26/24 07:50:00 PM,99.400,13.942,,,,
469,04/26/24 08:00:00 PM,99.411,13.846,,,,
470,04/26/24 08:10:00 PM,99.428,13.846,,,,
